,mean,mean,mean,mean,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta2,isotonic,sigmoid,None,beta2,isotonic,sigmoid
dataset,,,,,,,,
shuttle,0.0980512386925,0.0826201317466,0.0690567458434,0.0900312405738,0.0014142553025,0.000992744380563,0.000705639809482,0.00115811854146
sonar,0.265173059901,0.187116068274,0.176623696653,0.202309271637,0.0631651123607,0.027214127178,0.0310230306525,0.027852932133
spambase,0.177049834423,0.117555268924,0.15711255278,0.129826972697,0.0114121829239,0.00706378603402,0.0170931043336,0.00563616527286
tic-tac,0.201164352623,0.198531393911,0.193855280773,0.197785321501,0.00703151161353,0.00930168785003,0.0111396957647,0.00959376643331
vehicle,0.131011963142,0.130172997365,0.119872241201,0.126434368678,0.0234256090334,0.0142981645096,0.0153220444097,0.0180973351016
vowel,0.0347338578115,0.034089445998,0.0341974381554,0.0346895802618,0.00762979923916,0.00737036495959,0.00815841461514,0.00870385444941
waveform-5000,0.108350298824,0.0937887328218,0.0942070213007,0.0961915016401,0.00849596997387,0.00587334285266,0.00587574685391,0.00641404957699
wdbc,0.0585182425475,0.0435270415944,0.0435874787899,0.0568580519632,0.0182983779807,0.0124117614379,0.0125748968337,0.0165727587911
wpbc,0.260019173838,0.174345557384,0.179516061073,0.176565291828,0.0539839727752,0.0132897071134,0.027901215012,0.0109355743092
yeast,0.393073017607,0.193767777726,0.18365856133,0.192813286311,0.13996119926,0.00394345536345,0.00761836767779,0.0110226463604
zoo,0.0186423381687,0.0184683165573,0.0184686149192,0.018468613308,0.0298179854971,0.0283071238546,0.0283009987435,0.0283005162375
